Fail_Section,equip_runs_counter,Preset_1,Preset_2,Temperature,Pressure,VibrationX,VibrationY,VibrationZ,Frequency,Fail
1,99,1,7,48.83639834478539,95.88202007056536,177.1229808493862,85.1156066058783,44.76003752331974,70.49140977714696,False
1,100,2,2,30.69263319245093,34.915600643305524,28.530084960710308,99.42188233306902,35.141479875922215,78.57728423223087,False
1,101,1,3,45.63191588358501,51.5213791622616,45.10543657879705,112.97279813998146,55.2788881275753,94.67641448659025,False
1,102,3,8,62.199014404705856,65.59705355429041,61.293818957312055,127.71479120570784,74.74298956724513,109.78311785257152,False
1,103,1,2,59.583936847698766,64.38925477443411,80.49984275761629,170.02933587908126,93.73229839323022,130.17691013349017,False
1,104,1,2,35.440296259789214,45.41658001327298,158.10170768624744,30.022925721351427,43.534014068123305,70.42417575147078,False
1,105,2,2,60.550804992117165,48.47556896291112,45.18681946988427,43.4610979727314,88.8363855104236,41.32419046479058,False
1,106,3,1,85.84927906383497,72.48939976112308,71.34246746131423,74.3828601746776,114.51314913137784,66.74736026105867,False
1,107,3,6,28.63124683190494,104.8881409213954,90.22789068585118,23.970274741190835,23.94546081895716,52.05242236538823,False
1,108,1,1,54.22280720897519,130.87426424215545,113.80219309567389,51.13155248901352,50.494121566442594,74.78966320707634,False
1,109,3,7,39.85478733456605,31.042555254420048,49.66951286101556,54.52986566259497,56.99132020310308,100.61702045510664,False
1,110,3,5,59.733078723407935,50.16105593988797,70.37975838263797,80.26474476812427,79.94628753652214,139.1930111527396,False
1,111,1,8,58.297702191693865,39.65433798084067,79.3384378967881,59.6400994346587,44.8143491116923,38.59766798910228,False
1,112,3,1,96.87077437169384,93.97915527596534,84.40467252489195,125.27844086035908,64.4622132296027,56.11337191037857,False
1,113,1,1,52.26936167679041,50.81499291324146,95.49444710963824,41.72813938361791,49.68504102990876,33.96920295767203,False
1,114,3,8,59.25832464708962,80.34062037664934,110.4952741907172,49.352283443373615,80.21102621230824,44.79387647784121,False
1,115,2,6,49.382290815582486,121.8675856499534,54.114909260097896,35.087209718780464,108.90634680039716,87.02014842783164,False
1,116,1,6,50.49450953910213,105.16849475395207,79.9415739871553,34.00463262048301,110.63227292177686,75.44414640028862,False
1,117,1,8,90.96187228937804,53.62570392816794,75.55621246079933,57.89979687370504,74.50823241941953,29.605084404100573,False
1,118,2,1,39.98089422511669,66.80037263629612,94.45304741320516,59.577244776811575,47.40765200474204,35.19175306134377,False
1,119,2,1,65.34112965698594,89.33992150531338,120.40295923724756,85.13019711484563,69.40495800274583,62.65663544331674,False
1,120,2,4,80.07372589167502,84.09108135363725,95.53277550957456,29.412671462025003,30.22812528073245,24.637528341264023,False
1,121,2,6,107.2445697869614,129.6612768240961,119.716805837956,43.57942514313154,45.7367754941066,38.80848043780886,False
1,122,1,8,249.2076707952745,3.480278691595548,5.860703108036286,35.245969366199205,105.94282652078589,49.34519643252972,False
1,123,2,2,65.97599004189621,56.555277486799,114.85434339810152,99.65121247692596,39.11289972988143,59.29380943312482,False
1,124,3,8,105.65519042323646,93.94680981049224,78.57468664599126,40.57436745399953,79.43644241330904,89.51158085475753,False
1,125,2,1,105.37839137013516,125.11410518288754,100.48557547324349,59.61899918806687,99.32906142200244,98.42138835629262,False
1,126,1,2,30.26873630659548,40.10455145751085,67.46309303802428,69.45399184869056,26.92418643105216,59.43691105144504,False
1,127,2,4,55.20342720748676,64.91518450264681,96.9009278255505,95.11490148857725,43.78269007148054,85.26703068952014,False
1,128,2,5,45.81241989039204,67.56986815087015,58.16726072960592,34.6985057696296,50.88326657777228,62.20369210270595,False
1,129,2,3,78.35237317303122,91.94119640337432,64.10424054979494,65.97713085387475,79.45865254345863,68.62744219994426,False
1,130,3,4,30.218278910255563,44.948296902486966,55.26839800685086,70.50302719644641,55.078665330689184,85.6406030837384,False
1,131,1,3,60.405578652057486,74.57183131961578,83.13484454147182,99.35456005811508,85.23918233030476,113.9669869580222,False
1,132,2,8,40.869857721687296,46.549081154110965,63.00154518347691,100.80337744276692,119.41685920053756,90.2507725876056,False
1,133,1,1,70.68090161974501,109.04091549691285,78.42628301836531,55.578328080004056,80.03433566490888,105.21160609371786,False
1,134,1,4,65.41785276820485,50.230886511216205,34.85834989687224,116.00660535667552,92.63893958435555,93.58097266054716,False
1,135,1,7,65.68742479609047,82.52883048890543,55.858340389527925,93.38637370610786,85.13882024040804,104.57110553471816,False
1,136,1,1,65.58327757177321,95.12005792920148,56.93397749819484,100.29156927873292,85.63036582913416,93.10733833458744,False
1,137,1,8,63.93823249959385,124.7488999532261,102.44364489098564,54.35723935367731,70.13960391119562,84.91223554527127,False
1,138,2,7,64.70580023867629,154.9182901666767,118.39587313355813,65.20455604978287,90.54587373584458,107.17494355731972,False
1,139,2,1,75.95370730931971,100.53009054824764,95.5590400568073,42.04258172302799,68.7664506437276,109.61931501879366,False
1,140,1,4,21.065325005428363,10.435622828469794,55.95288008822845,14.547320590811571,18.824633850561856,78.55857574126823,False
1,141,2,3,94.1529335717054,125.29388206363924,79.02691387638374,59.67532501136181,99.22119959966324,81.22071700329201,False
1,142,3,5,96.03256285064454,154.19371869262594,109.09131480016612,69.87080034136216,130.15806756045288,80.01601152423093,False
1,143,3,4,131.83318677380885,84.6312098286168,79.33702977893195,85.10493139719888,94.9426470889193,60.21976959563997,False
1,144,3,7,47.08475341194113,49.43128621330009,48.17013028263644,47.17728719775254,48.59963663905044,47.820488783068015,False
1,145,2,7,52.19252858530998,53.350744440514106,49.00042326402788,44.48071894602289,61.8535589303229,55.789785202686254,False
1,146,1,5,129.2784494533508,65.06996747563906,60.48135937118371,109.8508586368402,93.96962522668876,62.64959930661389,False
1,147,3,2,64.9624084073947,64.99975175675954,61.3180989385939,110.69692548799875,94.56797287442056,129.61549593912156,False
1,148,3,4,64.44548157089787,129.4465507790809,59.54071864320426,93.28132796492706,110.85132941059756,64.90094986116807,False
1,149,3,3,66.26221343246768,60.19200866899459,69.30275582595256,85.77273540638367,75.61219541531459,40.271175959463854,False
1,150,3,8,35.64804107238264,38.37026963065748,99.3310372874054,89.98801059563866,55.01043146828102,34.74037432982252,False
1,151,2,8,69.98954407269957,61.27107557471811,123.04853072694618,113.84866392437426,69.26467059205306,53.37118942596705,False
1,152,3,5,30.30391094947596,80.49846078193218,90.7375387988118,54.58022933869409,45.32151992570638,54.72713055425776,False
1,153,2,2,58.4601240761518,114.98684252924612,105.55448130049548,62.90536063838952,71.44454357932447,79.46015956284191,False
1,154,2,2,79.78488600435655,105.11791048613956,66.41590631381193,59.46613438290065,74.2733827213919,129.12882505120987,False
1,155,3,8,79.58370711719938,135.13511548066745,86.14788033041827,70.12761616766709,95.08805045645832,148.40444113609374,False
1,156,2,5,159.5474016028274,110.2717594085718,65.14768309835499,64.98674945786021,110.30549472651111,28.411528412929677,False
1,157,3,1,91.69533217576718,85.34579567373025,99.890670194056,95.32842857651715,124.97030108273798,84.37735479338632,True
2,158,1,7,40.86145538846186,63.67059316980519,45.2814806119202,48.9689163381549,49.98714364200397,49.69576712346859,False
2,159,1,5,59.56627870788001,83.77755348818098,64.65290948800204,69.69655554094365,70.09908727091819,68.6213218485554,False
2,160,2,2,92.50158132460828,135.28115639223222,93.37588880865574,98.14282278019488,100.39538507081602,80.5355749719163,False
2,161,1,2,105.96944393009522,110.69460992752484,89.13997150473001,153.5759284400573,90.29992317116574,131.0722438881638,True
3,162,1,7,101.79122496232328,99.75319634638004,98.82785070999827,99.41564817816132,98.86511369643472,101.78358496182877,False
3,163,3,1,42.67939244277565,49.45337639496256,65.28165620900509,48.07217421695288,62.96916459597743,44.65592162854296,False
3,164,1,3,60.3861629125456,61.81830049177511,79.55113530689914,62.03427847707668,81.49829010183112,58.80049751592341,False
3,165,1,5,80.0636532730966,82.18382294997782,101.17687362342711,82.32381852950955,99.74524208408208,80.35961268040045,False
3,166,1,7,38.78408928945213,52.56524131962805,42.8646087211143,60.443808410886405,50.84760082274143,66.27956481513422,False
3,167,1,7,58.58270662415204,63.43380981018521,57.2694470625389,79.89132664126679,64.2243097029827,80.59467937065455,False
3,168,3,7,78.40959980291478,83.58610850548062,77.66982883853694,108.07309655645712,84.42905583668608,100.24223498719545,False
3,169,1,5,50.87521466051384,64.66671700137155,62.371554732384325,44.93933171366437,48.290000112427954,42.28793640099848,False
3,170,2,5,64.42421767071485,79.78641678477979,78.4428101930628,60.49307856552133,63.19630205719629,56.5462860288522,False
3,171,1,7,84.49185368402995,105.4366089241445,98.18485193435416,78.9396273187853,84.37707303484042,78.25550058330323,False
3,172,1,4,32.92580356224118,44.52095958324023,35.53927523501556,33.93380603840277,44.86900842310207,20.7651169763662,False
3,173,3,7,84.54422608363063,75.73912583869149,63.28541547394489,45.80407061576525,53.94215904977554,90.15988929704385,False
3,174,2,6,60.7144658464358,28.893708694000704,31.0663163726306,36.75175198434376,55.84177486862331,48.58772464322833,False
3,175,3,1,100.3365977369475,49.69807060383041,50.37827586506799,75.75716973007027,94.65174716576492,70.20945707902912,False
3,176,3,2,39.84983801457673,21.447121807375627,30.258714542702045,39.8872291686495,78.49668916312851,55.21232431528239,False
3,177,1,7,54.16913145946224,35.89818259232174,50.931262346391655,56.281309266019406,110.68477945931936,85.31270977193527,False
3,178,2,6,41.72927057285359,60.37631053832766,40.867095242594544,39.65778737273199,38.046914591631605,29.94207069932849,False
3,179,3,7,70.04373680347616,90.5380853828256,69.43212089103679,61.91996412783398,59.256743206050565,39.138913977143055,False
3,180,2,4,83.40578842848694,89.52525007837023,80.6166210717243,69.40219394689558,80.09807789525388,129.2104744671878,False
3,181,3,5,75.117684443397,39.89141157608568,38.09966778316922,57.28069204913648,56.38620776857056,67.89697883014777,False
3,182,3,3,126.65924366486138,56.59080331944897,57.03727227786744,74.86652494663672,76.98399665684015,65.69042102917774,False
3,183,2,5,23.06066330588126,39.668089841220855,15.2483529012315,34.20952511186854,34.6739637210571,59.39727239904132,False
3,184,2,7,50.82204589833069,23.571117550623075,28.365773551661547,45.09176855571086,55.92978753722324,14.120809531323314,False
3,185,2,5,90.00693228338757,31.115255965532192,16.852325232513536,39.41580102448619,18.78416885774164,15.232610426259171,False
3,186,2,4,35.60014582252155,19.411614224494617,65.51445599968805,40.39597456556592,65.24400485506176,18.705022330468186,False
3,187,2,7,54.35284112885762,40.79692876844776,83.03098457087306,80.21236298789137,106.27008154721948,39.68898341864431,False
3,188,3,3,40.65267598370862,49.198969072864834,45.8906504743369,69.9824032285338,43.388535625354606,70.36690083025987,False
3,189,3,7,64.42916699332451,75.17814901980206,70.0748122468118,94.0689567948213,69.26796716401044,95.19102780626817,False
3,190,2,4,56.53451836498516,40.46996016464608,39.88583220063226,63.50421182587712,45.504174333996666,36.28533809910788,False
3,191,1,1,70.3666212459962,55.53633456526118,54.28541328555417,79.73075013181905,60.64310240359194,45.64224205653045,False
3,192,2,4,91.56839041826962,75.51312905326384,84.1586746504716,115.37093398690016,89.21539648852644,54.65081428046516,False
3,193,2,8,89.75620964773573,97.2879722782728,103.39960102822472,164.43262310584987,110.06163604644942,46.11360118525988,False
3,194,3,7,75.8312834600714,78.71520449731177,94.62736608479491,90.03985798868362,101.18579144660818,48.332508265623545,False
3,195,1,5,70.23880141852388,22.68453683387179,51.27233746021746,18.00859865814156,49.36141938389959,40.11310103434785,False
3,196,3,5,100.42804488469382,49.42443153233997,80.78036033022319,58.5388938533834,80.31834327798573,50.73912647455002,False
3,197,3,8,68.5020209707356,100.95118451335264,115.38271597441742,28.757458589442003,65.00811891672022,28.133177398417708,False
3,198,3,3,89.38647317672823,74.3898886168537,73.93027229798163,90.47531348334904,99.65301689120992,69.21150153604607,False
3,199,2,3,35.93214540346512,35.291928925367586,41.14596823512092,33.60204179958701,56.29709255058797,51.54554570064288,False
3,200,3,6,54.77936694801515,45.90389979277644,48.90645662041672,45.58735992481358,64.80596186701757,80.62948633053341,False
3,201,2,4,76.47279442569078,54.62369865910196,67.79332883600604,55.69980254272169,96.03826657448596,109.23477821429732,False
3,202,3,5,54.77706579247201,69.91050265051847,54.17691407097552,37.823573221913925,54.98877251880853,85.15728194039727,False
3,203,3,8,29.877470598040663,32.53852853895298,30.63116315469545,30.1957230190894,29.39228559612251,30.14711165551331,False
3,204,1,6,75.51873692919686,75.7093443241013,53.28009965779313,105.39470509964704,84.9510196137675,28.68153040023836,False
3,205,3,3,65.6016826618464,66.71250853557234,46.2582424625589,74.51760448280241,43.518170886655454,93.64699631658856,False
3,206,3,6,54.63376475535603,45.20593369140818,45.18059146572827,24.933587658307346,24.357617557296567,15.433437185150332,False
3,207,1,3,93.99147149588858,84.10856031874177,83.55739414594538,65.00643099639055,65.45255247656675,33.41079215049297,False
3,208,1,7,65.69483896488606,63.346868916812696,59.36153464841272,129.52252096994758,95.159646081822,109.2730361854964,False
3,209,3,2,95.39650513778112,63.93289921641388,110.52028155116685,59.06758229926617,131.6065592279977,64.53716772680218,False
3,210,1,6,60.9119304519074,84.48307476444981,41.83047594026507,84.86600620969702,42.64342606797448,92.40003829699089,False
3,211,2,8,96.13089991723535,76.04583347292309,79.87441914358796,100.1091000736104,110.77053563987134,28.960051941815728,False
3,212,1,6,60.58969028860576,60.05981129217541,59.37661968814464,84.80751281118494,86.23257456186818,86.07673827139793,False
3,213,3,5,48.39996767609095,73.22806359157124,47.751974690380194,72.07510369027308,46.85485675067678,47.41894558673293,False
3,214,2,1,190.244513606338,33.43554205125557,56.30922006937726,33.34055561208544,56.56578688695024,33.82309253516929,False
3,215,2,1,70.08273502208884,79.44289630471992,64.76738560627844,90.3621177037762,63.38842979498693,86.51589901568073,False
3,216,3,7,51.37847426435046,65.27184698597483,88.11069665187274,34.9228680972559,35.27034347304865,14.100837991254062,False
3,217,3,3,75.08358026479254,89.90403660462474,140.19449829448814,60.37801324179208,60.27365830037168,41.23445067115879,False
3,218,1,1,97.6164713836835,69.78612222482909,69.63696470371902,65.40663832687531,63.39318775269648,44.72742896185329,False
3,219,2,1,63.74271175886587,77.9545901740409,103.9622109756319,34.99954488455673,64.45704983995418,85.66037126777259,False
3,220,2,7,74.90307680454107,84.92932652337312,202.3607278593433,55.3207402062682,64.82127176297931,30.254245340382788,False
3,221,3,8,76.15744700654231,125.41478381893256,229.2359457823161,54.27568133210975,93.69866757379906,28.76571895147011,False
3,222,2,6,61.66306151591226,79.97474756559275,49.12622141335268,39.62180970495366,39.2957476811529,29.48801137756972,False
3,223,3,4,90.6585944046283,121.24922255145898,74.2434394751787,60.26527869249419,61.03251077878492,44.99481631638808,False
3,224,2,1,65.0440208102433,94.54438664624824,74.36542030813973,53.13482241341661,54.800425677701966,84.63846152900824,False
3,225,3,2,69.9788845902039,130.2758551630053,100.3029008977626,56.11601305455479,81.02293093202577,65.71275938671195,False
3,226,3,1,69.94366906627089,149.26735006649474,139.5058386923074,64.43493470469635,99.4663331382169,75.17472699550282,False
3,227,1,4,20.45855645413521,10.478632475696,230.86114188240788,11.233749183161644,230.95113447414343,4.428284101685976,False
3,228,1,6,80.50260601644112,125.32550308915984,75.12889805293503,40.81762971755671,93.70623014230716,85.62317418965962,False
3,229,2,1,80.12422112775714,185.40640059067687,115.94839603458708,40.24685517872395,105.40197327240234,74.99615978405649,False
3,230,1,6,55.93053716821123,95.34086427954122,56.34723814797714,35.090454117805216,74.67059450572931,115.4447481516469,False
3,231,2,3,61.08041723922304,80.66223223779127,48.80419173058828,49.18493556848743,51.08190856644397,41.11129448314551,False
3,232,1,4,88.800189330233,127.74490694017427,76.60973572855292,75.03851421082086,74.97410490249341,56.11435300740073,False
3,233,2,6,38.62627685965852,39.02101012934544,38.88526878671638,69.06460080785702,41.40342461210165,18.406527858402512,False
3,234,2,6,50.47946910817035,48.838909916153696,119.92658646144363,80.08325121353322,79.20049264951913,30.984890015527554,False
3,235,1,5,49.52829939869989,50.22818969038286,40.44037564404344,31.58195914565451,29.209348839054638,50.385219918762296,False
3,236,1,6,98.4194333263305,100.16682002513429,79.91319172192426,60.01266038174563,59.75321218832915,49.74104876340067,False
3,237,3,2,54.73874444237256,55.91038557006622,82.53806990535416,64.91155485546248,85.24081782482916,32.162479394192985,False
3,238,3,3,34.905516594106835,65.76559102974636,36.109289329216814,67.03361075406212,33.23333305156606,64.36124646392517,False
3,239,2,5,76.55101795851411,102.7795944131559,72.94719633588956,102.74553138999298,75.92950958689049,44.45208275401033,False
